Core-index	Vocab-KO-Index	Sent-KO-Index	New-Opt-Voc-Index	Opt-Voc-Index	Opt-Sen-Index	"jlpt "	Vocab-expression	Vocab-kana	Vocab-meaning	Vocab-pos	Sentence-expression	Sentence-kana	Sentence-meaning	Vocab-furigana	Sentence-furigana	Sentence-Cloze
4540	303	893	4519	4518	4323	JLPT1	分担	ぶんたん	assigning tasks, sharing burden	Verbal Noun	私たち夫婦は家事を<b>分担</b>しています。	わたしたち ふうふ は かじ を <b>ぶんたん</b> して います	We share the housework in my marriage.	分担[ぶんたん]	私[わたし]たち 夫婦[ふうふ]は 家事[かじ]を<b> 分担[ぶんたん]</b>しています。	私[わたし]たち 夫婦[ふうふ]は 家事[かじ]を<b>（　）</b>しています。
4541	1059	1060	5599	5598	4862	JLPT2	面倒	めんどう	troublesome, difficult	Adjectival Noun	会社で<b>面倒</b>なことが起こったの。	かいしゃ で <b>めんどう</b> な こと が おこった の	There was some trouble at the office.	面倒[めんどう]	会社[かいしゃ]で<b> 面倒[めんどう]</b>なことが 起[お]こったの。	会社[かいしゃ]で<b>（　）</b>なことが 起[お]こったの。
4542	1156	1157	5665	5664	5043	JLPT2	詰める	つめる	stuff, fill	Verb	かばんに荷物を<b>詰めました</b>。	かばん に にもつ を <b>つめました</b>	I packed my things into the bag.	詰[つ]める	かばんに 荷物[にもつ]を<b> 詰[つ]めました</b>。	かばんに 荷物[にもつ]を<b>（　）</b>。
4543	0	464	4372	4377	3058	JLPT0	ファッション	ファッション	fashion	Noun	彼女は<b>ファッション</b>の専門家だ。	かのじょ は <b>ふぁっしょん</b> の せんもんか だ	She's a fashion expert.	ファッション	彼女[かのじょ]は<b>ファッション</b>の 専門家[せんもんか]だ。	彼女[かのじょ]は<b>（　）</b>の 専門家[せんもんか]だ。
4544	865	963	5388	5387	4519	JLPT2	膨らむ	ふくらむ	expand, swell	Verb	桜のつぼみが<b>膨らんだ</b>のね。	さくら の つぼみ が <b>ふくらんだ</b> の ね	The cherry blossom buds swelled.	膨[ふく]らむ	桜[さくら]のつぼみが<b> 膨[ふく]らんだ</b>のね。	桜[さくら]のつぼみが<b>（　）</b>のね。
4545	447	1332	4811	4810	5252	JLPT2	不自由	ふじゆう	inconvenience, discomfort	Verbal Noun	彼は<b>不自由</b>な暮らしに慣れたようだね。	かれ は <b>ふじゆう</b> な くらし に なれた よう だ ね	It seems that he's gotten used to his restricted lifestyle.	不自由[ふじゆう]	彼[かれ]は<b> 不自由[ふじゆう]</b>な 暮[く]らしに 慣[な]れたようだね。	彼[かれ]は<b>（　）</b>な 暮[く]らしに 慣[な]れたようだね。
4546	802	803	5285	5284	4031	JLPT3	翻訳	ほんやく	translation	Verbal Noun	彼の<b>翻訳</b>は分かりやすいですよ。	かれ の <b>ほんやく</b> は わかりやすい です よ	His translation is easy to understand.	翻訳[ほんやく]	彼[かれ]の<b> 翻訳[ほんやく]</b>は 分[わ]かりやすいですよ。	彼[かれ]の<b>（　）</b>は 分[わ]かりやすいですよ。
4547	1238	1239	5709	5708	5134	JLPT2	恵まれる	めぐまれる	be blessed, be privileged	Verb	当日は天気に<b>恵まれました</b>。	とうじつ は てんき に <b>めぐまれました</b>	We were blessed with good weather that day.	恵[めぐ]まれる	当日[とうじつ]は 天気[てんき]に<b> 恵[めぐ]まれました</b>。	当日[とうじつ]は 天気[てんき]に<b>（　）</b>。
4548	589	590	5056	5055	3484	JLPT2	雇う	やとう	employ, hire	Verb	新しい社員を<b>雇いました</b>。	あたらしい しゃいん を <b>やといました</b>	We employed a new staff member.	雇[やと]う	新[あたら]しい 社員[しゃいん]を<b> 雇[やと]いました</b>。	新[あたら]しい 社員[しゃいん]を<b>（　）</b>。
4549	549	550	5016	5015	3360	JLPT2	登山	とざん	climbing, mountaineer	Verbal Noun	夏休みには家族で<b>登山</b>をします。	なつやすみ に は かぞく で <b>とざん</b> を します	I'm going mountain climbing with my family during summer vacation.	登山[とざん]	夏休[なつやす]みには 家族[かぞく]で<b> 登山[とざん]</b>をします。	夏休[なつやす]みには 家族[かぞく]で<b>（　）</b>をします。
4550	820	880	5324	5323	4277	JLPT1	比例	ひれい	proportion, ratio	Verbal Noun	努力と結果が<b>比例</b>していないの。	どりょく と けっか が <b>ひれい</b> して いない の	The effort and its result are not proportional.	比例[ひれい]	努力[どりょく]と 結果[けっか]が<b> 比例[ひれい]</b>していないの。	努力[どりょく]と 結果[けっか]が<b>（　）</b>していないの。
4551	230	880	4368	4367	4278	JLPT0	不十分	ふじゅうぶん	insufficiency, lack	Adjectival Noun	その程度の努力では<b>不十分</b>です。	その ていど の どりょく で は <b>ふじゅうぶん</b> です	That amount of effort is insufficient.	不十分[ふじゅうぶん]	その 程度[ていど]の 努力[どりょく]では<b> 不十分[ふじゅうぶん]</b>です。	その 程度[ていど]の 努力[どりょく]では<b>（　）</b>です。
4552	0	1656	4378	4384	5687	JLPT2	ブレーキ	ブレーキ	brake	Noun	赤信号で<b>ブレーキ</b>を踏んだの。	あかしんごう で <b>ぶれーき</b> を ふんだ の	I stepped on the brake at the red light.	ブレーキ	赤信号[あかしんごう]で<b>ブレーキ</b>を 踏[ふ]んだの。	赤信号[あかしんごう]で<b>（　）</b>を 踏[ふ]んだの。
4553	0	899	4385	4390	4345	JLPT2	ミス	ミス	mistake	Verbal Noun	<b>ミス</b>は誰にでもあります。	<b>みす</b> は だれ に で も あります	Everyone makes mistakes.	ミス	<b>ミス</b>は 誰[だれ]にでもあります。	<b>（　）</b>は 誰[だれ]にでもあります。
4554	0	393	4391	4396	2578	JLPT2	ヨット	ヨット	sailboat, yacht	Noun	<b>ヨット</b>でクルージングを楽しみましたわ。	<b>よっと</b> で くるーじんぐ を たのしみました わ	I enjoyed cruising on the yacht.	ヨット	<b>ヨット</b>でクルージングを 楽[たの]しみましたわ。	<b>（　）</b>でクルージングを 楽[たの]しみましたわ。
4555	30	526	4021	4020	3266	JLPT2	何とか	なんとか	somehow or other, one way or another	Adverb	<b>何とか</b>お願いします。	<b>なんとか</b> おねがい します	I beg you to take care of it.	何[なん]とか	<b> 何[なん]とか</b>お 願[ねが]いします。	<b>（　）</b>お 願[ねが]いします。
4556	663	902	5142	5141	4355	JLPT2	深まる	ふかまる	deepen, become deeper	Verb	二人の愛はますます<b>深まっている</b>ね。	ふたり の あい は ますます <b>ふかまっている</b> ね	Their love has become deeper and deeper.	深[ふか]まる	二人[ふたり]の 愛[あい]はますます<b> 深[ふか]まっている</b>ね。	二人[ふたり]の 愛[あい]はますます<b>（　）</b>ね。
4557	137	441	4198	4197	2857	JLPT2	見事	みごと	splendid, admirable	Adjectival Noun	彼は<b>見事</b>なジャンプを見せたね。	かれ は <b>みごと</b> な じゃんぷ を みせた ね	He showed us a splendid jump.	見事[みごと]	彼[かれ]は<b> 見事[みごと]</b>なジャンプを 見[み]せたね。	彼[かれ]は<b>（　）</b>なジャンプを 見[み]せたね。
4558	465	466	4861	4860	3069	JLPT0	論理的	ろんりてき	logical	Adjective	彼は<b>論理的</b>な人です。	かれ は <b>ろんりてき</b> な ひと です	He's a logical person.	論理的[ろんりてき]	彼[かれ]は<b> 論理的[ろんりてき]</b>な 人[ひと]です。	彼[かれ]は<b>（　）</b>な 人[ひと]です。
4559	1453	1454	5832	5831	5439	JLPT2	俳優	はいゆう	actor, actress	Noun	彼は<b>俳優</b>です。	かれ は <b>はいゆう</b> です	He's an actor.	俳優[はいゆう]	彼[かれ]は<b> 俳優[はいゆう]</b>です。	彼[かれ]は<b>（　）</b>です。
4560	386	706	4680	4679	3785	JLPT2	発電	はつでん	generation of electricity	Verbal Noun	ここでは太陽エネルギーを使って<b>発電</b>しています。	ここ で は たいよう えねるぎー を つかって <b>はつでん</b> して います	We generate electricity with solar energy here.	発電[はつでん]	ここでは 太陽[たいよう]エネルギーを 使[つか]って<b> 発電[はつでん]</b>しています。	ここでは 太陽[たいよう]エネルギーを 使[つか]って<b>（　）</b>しています。
4561	230	523	4369	4368	3255	JLPT1	不明	ふめい	unknown	Adjectival Noun	その病気は原因<b>不明</b>と言われているんだよ。	その びょうき は げんいん <b>ふめい</b> と いわれている ん だ よ	The cause of this illness is said to be unknown.	不明[ふめい]	その 病気[びょうき]は 原因[げんいん]<b> 不明[ふめい]</b>と 言[い]われているんだよ。	その 病気[びょうき]は 原因[げんいん]<b>（　）</b>と 言[い]われているんだよ。
4562	749	1009	5225	5224	4659	JLPT1	中継	ちゅうけい	relay, broadcasting	Verbal Noun	京都から<b>中継</b>で放送しています。	きょうと から <b>ちゅうけい</b> で ほうそう して います	We're broadcasting from Kyoto.	中継[ちゅうけい]	京都[きょうと]から<b> 中継[ちゅうけい]</b>で 放送[ほうそう]しています。	京都[きょうと]から<b>（　）</b>で 放送[ほうそう]しています。
4563	327	886	4552	4551	4306	JLPT0	不要	ふよう	unnecessary, waste	Adjectival Noun	<b>不要</b>になったパソコンを処分したんだ。	<b>ふよう</b> に なった ぱそこん を しょぶん した ん だ	I disposed of the unneeded personal computer.	不要[ふよう]	<b> 不要[ふよう]</b>になったパソコンを 処分[しょぶん]したんだ。	<b>（　）</b>になったパソコンを 処分[しょぶん]したんだ。
4564	714	1495	5188	5187	5488	JLPT1	振り返る	ふりかえる	turn one's head, turn round	Verb	学生時代を懐かしく<b>振り返った</b>んだ。	がくせい じだい を なつかしく <b>ふりかえった</b> ん だ	I looked back fondly on my school days.	振[ふ]り 返[かえ]る	学生時代[がくせい じだい]を 懐[なつ]かしく<b> 振[ふ]り 返[かえ]った</b>んだ。	学生時代[がくせい じだい]を 懐[なつ]かしく<b>（　）</b>んだ。
4565	126	380	4173	4172	2538	JLPT2	文明	ぶんめい	civilization, culture	Noun	多くの<b>文明</b>は川の近くで始まった。	おおく の <b>ぶんめい</b> は かわ の ちかく で はじまった	A lot of civilizations started by a river.	文明[ぶんめい]	多[おお]くの<b> 文明[ぶんめい]</b>は 川[かわ]の 近[ちか]くで 始[はじ]まった。	多[おお]くの<b>（　）</b>は 川[かわ]の 近[ちか]くで 始[はじ]まった。
4566	95	1972	4117	4116	5900	JLPT0	向き	むき	direction, turn	Noun	花瓶の<b>向き</b>を変えたの。	かびん の <b>むき</b> を かえた の	I changed the way the vase was facing.	向[む]き	花瓶[かびん]の<b> 向[む]き</b>を 変[か]えたの。	花瓶[かびん]の<b>（　）</b>を 変[か]えたの。
4567	557	1703	5024	5023	5750	JLPT0	明治	めいじ	Meiji era	Noun	祖父は<b>明治</b>の生まれです。	そふ は <b>めいじ</b> の うまれ です	My grandfather was born in the Meiji era.	明治[めいじ]	祖父[そふ]は<b> 明治[めいじ]</b>の 生[う]まれです。	祖父[そふ]は<b>（　）</b>の 生[う]まれです。
4568	1528	1529	5863	5862	5537	JLPT1	秩序	ちつじょ	order, method	Noun	その国の社会<b>秩序</b>は乱れているわ。	その くに の しゃかい <b>ちつじょ</b> は みだれて いる わ	Social order in that country is in a state of chaos.	秩序[ちつじょ]	その 国[くに]の 社会[しゃかい]<b> 秩序[ちつじょ]</b>は 乱[みだ]れているわ。	その 国[くに]の 社会[しゃかい]<b>（　）</b>は 乱[みだ]れているわ。
4569	145	147	4214	4213	2120	JLPT2	通行	つうこう	passage, traffic	Noun	この道は<b>通行</b>できません。	この みち は <b>つうこう</b> できません	This is an impassable road.	通行[つうこう]	この 道[みち]は<b> 通行[つうこう]</b>できません。	この 道[みち]は<b>（　）</b>できません。
4570	162	873	4258	4257	4255	JLPT1	部下	ぶか	subordinate	Noun	彼は優秀な<b>部下</b>を持っているわね。	かれ は ゆうしゅう な <b>ぶか</b> を もって いる わ ね	He has outstanding people working for him.	部下[ぶか]	彼[かれ]は 優秀[ゆうしゅう]な<b> 部下[ぶか]</b>を 持[も]っているわね。	彼[かれ]は 優秀[ゆうしゅう]な<b>（　）</b>を 持[も]っているわね。
4571	634	635	5104	5103	3631	JLPT2	派手	はで	showy, flashy	Adjective	雪道で<b>派手</b>に転んでしまったの。	ゆきみち で <b>はで</b> に ころんで しまった の	I slipped spectacularly on the snowy road.	派手[はで]	雪道[ゆきみち]で<b> 派手[はで]</b>に 転[ころ]んでしまったの。	雪道[ゆきみち]で<b>（　）</b>に 転[ころ]んでしまったの。
4572	1264	1265	5724	5723	5168	JLPT2	皮膚	ひふ	skin	Noun	冬は<b>皮膚</b>が乾燥しますね。	ふゆ は <b>ひふ</b> が かんそう します ね	My skin dries out in winter.	皮膚[ひふ]	冬[ふゆ]は<b> 皮膚[ひふ]</b>が 乾燥[かんそう]しますね。	冬[ふゆ]は<b>（　）</b>が 乾燥[かんそう]しますね。
4573	253	704	4406	4405	3781	JLPT2	体重	たいじゅう	body weight	Noun	私は毎朝<b>体重</b>を測っています。	わたし は まいあさ <b>たいじゅう</b> を はかって います	I weigh myself every morning.	体重[たいじゅう]	私[わたし]は 毎朝[まいあさ]<b> 体重[たいじゅう]</b>を 測[はか]っています。	私[わたし]は 毎朝[まいあさ]<b>（　）</b>を 測[はか]っています。
4574	343	344	4596	4595	2429	JLPT2	短期	たんき	short-term	Noun	明日から2週間、<b>短期</b>のアルバイトをします。	あした から 2 しゅうかん <b>たんき</b> の あるばいと を します	For two weeks starting tomorrow, I'm doing a short stint as a part-time worker.	短期[たんき]	明日[あした]から2 週間[しゅうかん]、<b> 短期[たんき]</b>のアルバイトをします。	明日[あした]から2 週間[しゅうかん]、<b>（　）</b>のアルバイトをします。
4575	296	1059	4500	4499	4858	JLPT2	地点	ちてん	spot, point	Noun	もうすぐ目標の<b>地点</b>に到達します。	もうすぐ もくひょう の <b>ちてん</b> に とうたつ します	We'll soon be arriving at our destination.	地点[ちてん]	もうすぐ 目標[もくひょう]の<b> 地点[ちてん]</b>に 到達[とうたつ]します。	もうすぐ 目標[もくひょう]の<b>（　）</b>に 到達[とうたつ]します。
4576	100	183	4124	4123	2163	JLPT2	手間	てま	trouble, time	Noun	これはとても<b>手間</b>のかかる料理です。	これ は とても <b>てま</b> の かかる りょうり です	This is a very time-consuming dish.	手間[てま]	これはとても<b> 手間[てま]</b>のかかる 料理[りょうり]です。	これはとても<b>（　）</b>のかかる 料理[りょうり]です。
4577	0	441	4397	4403	2858	JLPT3	なかなか	なかなか	rather, pretty	Adverb	彼女は絵が<b>なかなか</b>上手です。	かのじょ は え が <b>なかなか</b> じょうず です	She's pretty good at painting.	なかなか	彼女[かのじょ]は 絵[え]が<b>なかなか</b> 上手[じょうず]です。	彼女[かのじょ]は 絵[え]が<b>（　）</b> 上手[じょうず]です。
4578	1167	1168	5673	5672	5061	JLPT2	針	はり	needle, needle-shaped object	Noun	母は糸を<b>針</b>に通した。	はは は いと を <b>はり</b> に とおした	My mother threaded the needle.	針[はり]	母[はは]は 糸[いと]を<b> 針[はり]</b>に 通[とお]した。	母[はは]は 糸[いと]を<b>（　）</b>に 通[とお]した。
4579	19	441	4004	4003	2859	JLPT0	日ごろ	ひごろ	routinely, daily	Adverb	彼女には<b>日ごろ</b>からお世話になっています。	かのじょ に は <b>ひごろ</b> から おせわ に なって います	I'm indebted to her since she helps me on a daily basis.	日[ひ]ごろ	彼女[かのじょ]には<b> 日[ひ]ごろ</b>からお 世話[せわ]になっています。	彼女[かのじょ]には<b>（　）</b>からお 世話[せわ]になっています。
4580	1142	1143	5663	5662	5033	JLPT1	人柄	ひとがら	character, personality	Noun	みんな彼の温かい<b>人柄</b>が大好きだよ。	みんな かれ の あたたかい <b>ひとがら</b> が だいすき だ よ	Everyone loves his warm personality.	人柄[ひとがら]	みんな 彼[かれ]の 温[あたた]かい<b> 人柄[ひとがら]</b>が 大好[だいす]きだよ。	みんな 彼[かれ]の 温[あたた]かい<b>（　）</b>が 大好[だいす]きだよ。
4581	1355	1356	5781	5780	5301	JLPT1	名簿	めいぼ	registry, name list	Noun	これが参加者の<b>名簿</b>です。	これ が さんかしゃ の <b>めいぼ</b> です	This is a list of the participants.	名簿[めいぼ]	これが 参加者[さんかしゃ]の<b> 名簿[めいぼ]</b>です。	これが 参加者[さんかしゃ]の<b>（　）</b>です。
4582	520	649	4954	4953	3659	JLPT0	敗れる	やぶれる	be defeated, be beaten	Verb	私のチームは1回戦で<b>敗れた</b>よ。	わたし の ちーむ は 1 かいせん で <b>やぶれた</b> よ	My team lost in the first round.	敗[やぶ]れる	私[わたし]のチームは1 回戦[かいせん]で<b> 敗[やぶ]れた</b>よ。	私[わたし]のチームは1 回戦[かいせん]で<b>（　）</b>よ。
4583	788	789	5277	5276	3995	JLPT2	両側	りょうがわ	both sides	Noun	道の<b>両側</b>にたくさんお店がありますよ。	みち の <b>りょうがわ</b> に たくさん おみせ が あります よ	There are a lot of shops on both sides of the road.	両側[りょうがわ]	道[みち]の<b> 両側[りょうがわ]</b>にたくさんお 店[みせ]がありますよ。	道[みち]の<b>（　）</b>にたくさんお 店[みせ]がありますよ。
4584	0	1463	4404	4409	5447	JLPT0	ロック	ロック	rock (music)	Noun	俺は<b>ロック</b>を聞くのが好きだ。	おれ は <b>ろっく</b> を きく の が すき だ	I like to listen to rock.	ロック	俺[おれ]は<b>ロック</b>を 聞[き]くのが 好[す]きだ。	俺[おれ]は<b>（　）</b>を 聞[き]くのが 好[す]きだ。
4585	198	199	4321	4320	2194	JLPT0	値下がり	ねさがり	fall in price	Verbal Noun	ガソリンが<b>値下がり</b>しました。	がそりん が <b>ねさがり</b> しました	The price of gasoline has gone down.	値下[ねさ]がり	ガソリンが<b> 値下[ねさ]がり</b>しました。	ガソリンが<b>（　）</b>しました。
4586	379	417	4666	4665	2659	JLPT0	始め	はじめ	beginning, origin	Noun	私たちの旅は<b>始め</b>はよかったんだ。	わたしたち の たび は <b>はじめ</b> は よかった ん だ	The start of our trip was good.	始[はじ]め	私[わたし]たちの 旅[たび]は<b> 始[はじ]め</b>はよかったんだ。	私[わたし]たちの 旅[たび]は<b>（　）</b>はよかったんだ。
4587	730	731	5203	5202	3844	JLPT2	宝石	ほうせき	gem, jewel	Noun	私が一番好きな<b>宝石</b>はダイヤモンドなの。	わたし が いちばん すき な <b>ほうせき</b> は だいやもんど なの	My favorite jewel is diamonds.	宝石[ほうせき]	私[わたし]が 一番好[いちばん す]きな<b> 宝石[ほうせき]</b>はダイヤモンドなの。	私[わたし]が 一番好[いちばん す]きな<b>（　）</b>はダイヤモンドなの。
4588	398	1736	4704	4703	5783	JLPT2	方面	ほうめん	direction	Noun	沖縄<b>方面</b>にお出かけの方は台風にご注意ください。	おきなわ <b>ほうめん</b> に おでかけ の かた は たいふう に ごちゅうい ください	People going in the direction of Okinawa should be careful of typhoons.	方面[ほうめん]	沖縄[おきなわ]<b> 方面[ほうめん]</b>にお 出[で]かけの 方[かた]は 台風[たいふう]にご 注意[ちゅうい]ください。	沖縄[おきなわ]<b>（　）</b>にお 出[で]かけの 方[かた]は 台風[たいふう]にご 注意[ちゅうい]ください。
4589	0	34	4410	4415	2007	JLPT1	わざわざ	わざわざ	go to a lot of trouble	Adverb	<b>わざわざ</b>来てくれてありがとう。	<b>わざわざ</b> きて くれて ありがとう	Thank you for coming all the way here.	わざわざ	<b>わざわざ</b> 来[き]てくれてありがとう。	<b>（　）</b> 来[き]てくれてありがとう。
4590	1274	1275	5725	5724	5184	JLPT0	臭い	におい	smell, odor	Noun	ここはいやな<b>臭い</b>がする。	ここ は いや な <b>におい</b> が する 。	There's an unpleasant smell here.	臭[にお]い	ここはいやな<b> 臭[にお]い</b>がする。	ここはいやな<b>（　）</b>がする。
4591	573	1071	5039	5038	4887	JLPT2	命じる	めいじる	order, give orders	Verb	急に出張を<b>命じられました</b>。	きゅう に しゅっちょう を <b>めいじられました</b>	I was suddenly sent on a business trip.	命[めい]じる	急[きゅう]に 出張[しゅっちょう]を<b> 命[めい]じられました</b>。	急[きゅう]に 出張[しゅっちょう]を<b>（　）</b>。
4592	1604	1605	5889	5888	5619	JLPT0	庁	ちょう	public office, agency	Noun	彼は県<b>庁</b>で働いています。	かれ は けん<b>ちょう</b> で はたらいて います	He works for the prefectural government.	庁[ちょう]	彼[かれ]は 県[けん]<b> 庁[ちょう]</b>で 働[はたら]いています。	彼[かれ]は 県[けん]<b>（　）</b>で 働[はたら]いています。
4593	931	932	5476	5475	4429	JLPT2	著者	ちょしゃ	author, writer	Noun	この本の<b>著者</b>はイギリス人です。	この ほん の <b>ちょしゃ</b> は いぎりすじん です	The author of this book is British.	著者[ちょしゃ]	この 本[ほん]の<b> 著者[ちょしゃ]</b>はイギリス 人[じん]です。	この 本[ほん]の<b>（　）</b>はイギリス 人[じん]です。
4594	1318	1319	5750	5749	5234	JLPT2	肌	はだ	skin, surface	Noun	彼女は<b>肌</b>がとても白いですね。	かのじょ は <b>はだ</b> が とても しろい です ね	Her skin is very white.	肌[はだ]	彼女[かのじょ]は<b> 肌[はだ]</b>がとても 白[しろ]いですね。	彼女[かのじょ]は<b>（　）</b>がとても 白[しろ]いですね。
4595	160	1800	4250	4249	5821	JLPT1	広まる	ひろまる	spread, be in general circulation	Verb	その噂はすぐに<b>広まった</b>よ。	その うわさ は すぐ に <b>ひろまった</b> よ	The rumor spread quickly.	広[ひろ]まる	その 噂[うわさ]はすぐに<b> 広[ひろ]まった</b>よ。	その 噂[うわさ]はすぐに<b>（　）</b>よ。
4596	543	544	5003	5002	3339	JLPT2	続々	ぞくぞく	in rapid succession, one after another	Adverb	お客さんが<b>続々</b>とやって来ましたよ。	おきゃくさん が <b>ぞくぞく</b> と やってきました よ	The guests came one after another.	続々[ぞくぞく]	お 客[きゃく]さんが<b> 続々[ぞくぞく]</b>とやって 来[き]ましたよ。	お 客[きゃく]さんが<b>（　）</b>とやって 来[き]ましたよ。
4597	597	598	5060	5059	3517	JLPT2	就く	つく	set about a task, enter upon	Verb	今年から新しい仕事に<b>就きます</b>。	ことし から あたらしい しごと に <b>つきます</b>	I'll start a new job this year.	就[つ]く	今年[ことし]から 新[あたら]しい 仕事[しごと]に<b> 就[つ]きます</b>。	今年[ことし]から 新[あたら]しい 仕事[しごと]に<b>（　）</b>。
4598	740	741	5212	5211	3871	JLPT2	停電	ていでん	power cut, power failure	Verbal Noun	台風で<b>停電</b>したよ。	たいふう で <b>ていでん</b> した よ	There was a blackout because of the typhoon.	停電[ていでん]	台風[たいふう]で<b> 停電[ていでん]</b>したよ。	台風[たいふう]で<b>（　）</b>したよ。
4599	0	441	4416	4422	2860	JLPT2	パイロット	パイロット	pilot	Noun	彼は<b>パイロット</b>です。	かれ は <b>ぱいろっと</b> です	He's a pilot.	パイロット	彼[かれ]は<b>パイロット</b>です。	彼[かれ]は<b>（　）</b>です。
4600	1714	1715	5926	5925	5754	JLPT1	報酬	ほうしゅう	remuneration, reward	Noun	その仕事の<b>報酬</b>として20万円もらいました。	その しごと の <b>ほうしゅう</b> と して 20 まんえん もらいました	I was remunerated 200,000 yen for this work.	報酬[ほうしゅう]	その 仕事[しごと]の<b> 報酬[ほうしゅう]</b>として20 万円[まんえん]もらいました。	その 仕事[しごと]の<b>（　）</b>として20 万円[まんえん]もらいました。
4601	1327	1328	5755	5754	5242	JLPT1	大胆	だいたん	boldness, daring	Adjectival Noun	彼女はずいぶん<b>大胆</b>なことを言うね。	かのじょ は ずいぶん <b>だいたん</b> な こと を いう ね	She says fairly bold things.	大胆[だいたん]	彼女[かのじょ]はずいぶん<b> 大胆[だいたん]</b>なことを 言[い]うね。	彼女[かのじょ]はずいぶん<b>（　）</b>なことを 言[い]うね。
4602	465	466	4862	4861	3070	JLPT1	知的	ちてき	intellectual, mental	Adjective	彼はすごく<b>知的</b>な人です。	かれ は すごく <b>ちてき</b> な ひと です	He's an extremely intellectual person.	知的[ちてき]	彼[かれ]はすごく<b> 知的[ちてき]</b>な 人[ひと]です。	彼[かれ]はすごく<b>（　）</b>な 人[ひと]です。
4603	48	441	4059	4058	2861	JLPT2	出入り	でいり	coming and going	Verbal Noun	彼の家は人の<b>出入り</b>が多いね。	かれ の いえ は ひと の <b>でいり</b> が おおい ね	There are a lot of people going in and out his house.	出入[でい]り	彼[かれ]の 家[いえ]は 人[ひと]の<b> 出入[でい]り</b>が 多[おお]いね。	彼[かれ]の 家[いえ]は 人[ひと]の<b>（　）</b>が 多[おお]いね。
4604	0	89	4423	4428	2046	JLPT1	どうやら	どうやら	seems, looks like	Adverb	明日は<b>どうやら</b>雨らしいよ。	あした は <b>どうやら</b> あめ らしい よ	It looks like it's going to rain tomorrow.	どうやら	明日[あした]は<b>どうやら</b> 雨[あめ]らしいよ。	明日[あした]は<b>（　）</b> 雨[あめ]らしいよ。
4605	0	223	4429	4434	2223	JLPT2	ふと	ふと	suddenly, unexpectedly	Adverb	<b>ふと</b>昔の事を思い出したんだ。	<b>ふと</b> むかし の こと を おもいだした ん だ	I suddenly remembered the past.	ふと	<b>ふと</b> 昔[むかし]の 事[こと]を 思[おも]い 出[だ]したんだ。	<b>（　）</b> 昔[むかし]の 事[こと]を 思[おも]い 出[だ]したんだ。
4606	0	441	4435	4440	2862	JLPT2	ベテラン	ベテラン	veteran	Noun	彼は<b>ベテラン</b>の運転手です。	かれ は <b>べてらん</b> の うんてんしゅ です	He's an experienced driver.	ベテラン	彼[かれ]は<b>ベテラン</b>の 運転手[うんてんしゅ]です。	彼[かれ]は<b>（　）</b>の 運転手[うんてんしゅ]です。
4607	0	49	4441	4447	2022	JLPT2	ボーナス	ボーナス	bonus	Noun	今年は<b>ボーナス</b>がたくさん出ました。	ことし は <b>ぼーなす</b> が たくさん でました 。	A lot of bonuses were paid this year.	ボーナス	今年[ことし]は<b>ボーナス</b>がたくさん 出[で]ました。	今年[ことし]は<b>（　）</b>がたくさん 出[で]ました。
4608	135	136	4193	4192	2097	JLPT2	満ちる	みちる	be filled, expire	Verb	月が<b>満ちてきました</b>ね。	つき が <b>みちて きました</b> ね	The moon is waxing.	満[み]ちる	月[つき]が<b> 満[み]ちてきました</b>ね。	月[つき]が<b>（　）</b>ね。
4609	452	899	4820	4819	4346	JLPT0	持ち主	もちぬし	owner, proprietor	Noun	この自転車の<b>持ち主</b>は誰ですか。	この じてんしゃ の <b>もちぬし</b> は だれ です か	Who is the owner of this bicycle?	持[も]ち 主[ぬし]	この 自転車[じてんしゃ]の<b> 持[も]ち 主[ぬし]</b>は 誰[だれ]ですか。	この 自転車[じてんしゃ]の<b>（　）</b>は 誰[だれ]ですか。
4610	408	1677	4734	4733	5709	JLPT2	線路	せんろ	line, track	Noun	子猫が<b>線路</b>に迷い込んだぞ。	こねこ が <b>せんろ</b> に まよいこんだ ぞ	The kitten strayed onto the railway track.	線路[せんろ]	子猫[こねこ]が<b> 線路[せんろ]</b>に 迷[まよ]い 込[こ]んだぞ。	子猫[こねこ]が<b>（　）</b>に 迷[まよ]い 込[こ]んだぞ。
4611	0	429	4448	4453	2702	JLPT2	そっくり	そっくり	identical, look alike	Adjective	あの親子は<b>そっくり</b>だね。	あの おやこ は <b>そっくり</b> だ ね	That parent and child look alike.	そっくり	あの 親子[おやこ]は<b>そっくり</b>だね。	あの 親子[おやこ]は<b>（　）</b>だね。
4612	834	835	5346	5345	4153	JLPT1	富む	とむ	be rich, abound in	Verb	彼の人生は変化に<b>富んでいる</b>な。	かれ の じんせい は へんか に <b>とんで いる</b> な	He has a wealth of life-changing experiences.	富[と]む	彼[かれ]の 人生[じんせい]は 変化[へんか]に<b> 富[と]んでいる</b>な。	彼[かれ]の 人生[じんせい]は 変化[へんか]に<b>（　）</b>な。
4613	398	399	4705	4704	2599	JLPT0	半面	はんめん	profile, one side	Noun	テニスコートの<b>半面</b>を使って試合をしたの。	てにすこーと の <b>はんめん</b> を つかって しあい を した の	We played tennis using one side of the court.	半面[はんめん]	テニスコートの<b> 半面[はんめん]</b>を 使[つか]って 試合[しあい]をしたの。	テニスコートの<b>（　）</b>を 使[つか]って 試合[しあい]をしたの。
